X,Y,Z,VX,VY,VZ,Size,Density
39.6982072353505,-137.332519333232,6.98135680699827,-6.64290535263058,3.34727890091628,0.135338638450745,1.88354431026331,1e-10
-363.806747782158,1357.34702345995,1074.00053120717,0.90281523505536,-5.79152610221207,-4.38216949272619,1.74530712231721,1.5e-11
-663.179199125668,-703.629085446361,-1335.23156320889,-6.36697153329667,1.92805206942252,2.60791309330999,1.10111911621943,4e-11
-261.426223810589,-869.740325416634,697.944745790538,-6.55858506902907,-4.34312010847989,-2.39766517227932,1.57746206772035,1.5e-09
718.506388612985,-345.239458164664,-23.4860930002518,-6.54612760117669,1.70867845239858,-3.11723865739453,1.20754891882951,2.4e-08
47.5905855162703,147.501127733276,-92.6562305298022,-3.86550387656874,-1.74568578398055,-4.60763312285485,1.4084276016137,5e-10
-227.929583143806,-390.480850755129,-1223.51572874373,-4.92090082417951,1.69423057862643,-4.13566854951606,1.38196470554487,5e-10
40.1971877974039,243.422530209061,1319.73657749296,-1.54319536039434,-0.148134963800158,-6.78812886903433,1.44672703392206,4e-10
-190.465534023032,872.959744989626,1045.66106812519,0.0448277212950113,5.17137072406018,5.89947323613475,1.45258150825977,3e-10
-93.4931648636821,-650.926305416403,-1170.81527490193,5.62827828650189,-3.05391471001079,-1.72470487046413,0.283356013492973,4e-10
-666.559390976653,-106.945108217418,932.539824672695,-2.02360469007274,4.70311110940481,-5.07920309098489,0.474348262640912,1.5e-09
-424.751426701608,-952.179043991809,-1709.22757658606,2.91266219647438,7.20450559319838,-0.756156075397655,1.08603141352439,0
-674.067157648625,-118.718418110627,924.418240398501,-7.17244004113759,-2.2191179784947,3.67502165979272,1.53487568227887,1.5e-09
-0.136335077640904,-0.011313507994725,489.19265189977,0.131190399850467,-0.105140615418294,7.60393591892589,1.76638721171748,3.4e-08
837.317007865396,1188.39479309432,609.507762517877,5.93579562643724,-2.70544462774812,-3.19820761975902,0.286642070443326,8e-11
-1003.6464604144,234.365375551805,-1078.07816005143,1.58615220217327,2.67097722565304,-5.7369444768742,0.33014787078827,1.5e-10
-250.469959925368,-511.002202968281,-197.020545119394,0.00856390023390932,-0.180720065561907,-8.54411810577596,0.650119213103358,5e-08
-832.47268717705,-876.83938020099,1493.49723943974,0.397147560723352,0.847602365691832,6.83856051997274,0.500930187456928,4e-12
-523.053799162861,433.870919674657,-1288.32114717898,-4.79903744011847,-2.79198259772352,-5.49721721783709,0.421147195052957,2e-10
857.788525040444,569.110804347108,409.280302424631,-4.46801116489248,4.4617152075581,3.57963391859234,0.392519310181768,2e-09
-198.972822040045,304.615801100038,-573.815659968031,0.98267850825771,-6.09728502987323,5.51316811029605,1.31841798898899,4.4e-08
-2.03632631319969,-4.61730248693936,101.890222660361,-5.7176081706263,-6.19252255188446,1.83382798188272,1.27208148536627,0
369.798563101557,-190.25289381091,327.556156476093,-3.48963872575741,6.0167731585906,-0.796732298763809,0.574587924301627,4e-08
395.819543518074,266.922266760333,1038.53941999482,-3.92679116986911,-0.335316934183711,-5.90372022560805,1.83295284198568,1.5e-09
-1263.56014647005,-145.317244848957,1541.22281491034,-0.196951313525422,3.12398195727697,-6.62371693419457,1.7874420620078,0
1079.59193369996,62.9788424971903,579.023482265861,7.32419936283715,1.12430061252787,-0.172012338073837,1.20008287803149,8e-10
218.054334095862,34.0891018657285,-564.428582450121,6.06444932716205,3.3345129478877,1.74440127512898,0.258707618346637,5e-08
-16.454212950357,13.3860465482166,-219.306532941875,1.87295840611051,-6.92356715307656,-1.21266793883214,1.69662816616042,1e-09
31.0640806947395,-17.1027020642853,1769.97137050784,-0.154958311321103,-0.627222541316016,6.97119652560309,1.17682837308028,1.5e-11
28.395423721061,225.235255805925,1084.68347765672,0.193371672070102,0.091761463147038,-6.65829910323589,0.220047311830471,2e-09
-352.533149152233,-410.85505112403,1267.23787858989,-0.528784174830768,4.40199240404768,-6.3197034775188,0.967959557966719,3e-10
540.317002148258,-209.524942455937,-657.700324645918,-3.73563375607227,3.58335903987566,4.99356865801048,2.08747139112162,1.6e-08
97.062725694312,508.839435596809,560.449586453761,-0.83093411910014,-0.981818262958349,-8.3075722007652,1.10826168229635,3.2e-08
469.680496305847,86.2915907014258,-593.630473207738,1.80775863141485,-5.60121150953387,3.64710153683081,1.36045953451302,3.2e-08
-672.17483671686,1738.52991272525,-715.567187789074,-2.08506178319568,-1.33614707385927,-6.07722712309636,0.706246274832324,0
-48.9729893827646,-70.6109748264847,399.464672893026,-1.45832322087854,4.58468923231206,-5.05655299328411,0.937630189249068,2e-08
-12.5239889982612,94.7962786107014,144.004343357767,5.88922031047272,1.9096614374854,3.57027599322059,0.302617001673181,5e-10
-153.380630359016,-99.7467104373852,122.835845187716,-0.0528738183938598,-1.10570957853794,-7.2185042812095,1.87418672589045,1e-09
193.10038692723,1139.0815964973,411.373565025687,3.17171693874521,-1.28820737643562,5.68702752807761,0.168963906430273,8e-10
-947.720035843147,323.946746242668,-1456.43046455664,-3.24861823200519,3.91622551320259,-5.32216255040282,1.21321335720285,1.5e-11
-1153.97945685832,494.05855566593,1303.30924195985,0.189253807108187,-3.78373710036469,7.28173790943136,1.85301697489369,1e-11
479.127407614176,-46.3762423911543,-955.708995260912,-7.11532391900743,-0.0851636120905307,3.60648845761952,0.610424560596791,3e-09
-123.079540926506,-139.584881982355,1048.79122746593,-1.51341515732296,-1.24434799125742,7.48688980034961,1.18934128033103,3e-09
1021.15026037802,810.231556917943,1137.3966639482,-2.00788421906536,-6.05894038397161,-2.5709797463549,0.64988006018997,2e-11
210.996564473248,98.9149208447527,882.702060811162,1.19912576021385,6.06549783768985,-3.86553223652382,0.574559871094421,1.2e-08
-95.0911993864361,-32.205351492276,-19.4899862949399,-3.23793099437575,2.56432006029636,-6.7227473339178,0.371887300381315,0
361.460072811424,142.717235648354,-229.225064683409,1.10245279385514,-7.20605728972423,0.200764331737026,0.39562231072748,2.8e-08
-499.054412502033,393.51372044882,-805.882208093889,1.54691024739776,0.837867298094589,6.80143990527712,1.95485729549761,4e-09
417.661199232639,-107.330930675915,237.526988584683,-1.0842494452829,-0.925721425939769,7.06032704331149,1.21122677385951,3.4e-08
-656.46418171712,931.326238412977,-1447.17637030227,-0.926377187751599,-3.78578621155145,-6.88581057826642,0.529799030253144,8e-12
74.9188967021196,60.765414839682,-11.1003667606175,-1.07662306617716,1.85420607602319,-7.45440741899627,1.0382864663468,0
-7.48384252912931,97.7172093586669,4.5531514050309,-1.99484123194694,-0.946391978856269,-7.70685882705555,0.630556008992372,0
1642.58286279512,-553.417865410933,-726.277165210782,-0.140693370696334,1.01034032397777,-7.45326624500325,1.15398007130656,6e-12
615.561045437882,728.365991691776,-1575.97483069998,-0.798527400055486,-2.70486954932729,-6.82589141630906,1.0940443656269,8e-12
